"Adduct","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","tags","UniqueFileSources"
,"0","7266","-1",,,,"G3","0.0","0.0","3.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=7266&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"7266","3","573.452",,"573.452","0.0","585.5500000000001","false","7266",,,,"87847.8",,"GD_036_ramclustrn4_RPN_RRHD_B1.mzML"
,"0","8340","-1",,,,"G1,G3","2.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=8340&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"8340","3","657.585",,"657.585","0.0","490.1503333333333","false","8340",,,,"21394.9",,"NIST1950_Iterative_RPN_20210405_02.mzML|GD_037_ramclustrn5_RPN_RRHD_B1.mzML"
,"0","10471","29",,,,"G1,G2,G3,G4","10.0","2.0","4.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=10471&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"10471","17","868.88",,"868.88","0.0","674.8864705882353","false","10471",,,,"162164.0",,"NIST1950_Iterative_RPN_20210405_06.mzML|NIST1950_Iterative_RPN_20210405_05.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|NIST1950_Iterative_RPN_20210405_03.mzML|GD_038_pmdn1_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_02.mzML|GD_035_ramclustrn3_RPN_RRHD_B1.mzML|GD_048_cameran4_RPN_RRHD_B1.mzML"
,"0","2993","49",,,,"G4","0.0","0.0","0.0","9.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=2993&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=49&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"2993","9","307.054",,"307.054","0.0","109.63733333333333","false","2993",,,,"90542.1",,"GD_047_cameran3_RPN_RRHD_B1.mzML"
,"0","10381","25",,,,"G1,G2,G3,G4","2.0","2.0","4.0","5.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=10381&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=25&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"10381","13","859.69",,"859.69","0.0","774.0678461538462","false","10381",,,,"331615.0",,"NIST1950_Iterative_RPN_20210405_01.mzML|GD_053_cameran9_RPN_RRHD_B5.mzML|GD_034_ramclustrn2_RPN_RRHD_B1.mzML|GD_044_pmdn7_RPN_RRHD_B1.mzML"
"[M-H]-","0","9204","6","MoNA:72362 Phosphatidylethanolamine alkenyl 18:1-20:4","isolated","MoNA","G1,G2","2.0","9.0","0.0","0.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000563008","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=9204&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=9ace8dc88efd48919efbbfc487379b78&show=true","InChI=1S/C43H76NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h13,15,19,21,24,26,29-32,35,38,42H,3-12,14,16-18,20,22-23,25,27-28,33-34,36-37,39-41,44H2,1-2H3,(H,46,47)/b15-13-,21-19-,26-24-,31-29-,32-30-,38-35+","LC-ESI-ITFT","LC-ESI-ITFT","nan","3","0.00201416","0.808348","2.69082","9204","11","748.528","MoNA","748.528","0.0","719.425","false","9204","7","nan","CCMSLIB00000563008","183130.0","nan","GD_040_pmdn3_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_01.mzML"
,"0","9831","-1",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=9831&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"9831","2","810.017",,"810.017","0.0","569.4490000000001","false","9831",,,,"12621.3",,"NIST1950_Iterative_RPN_20210405_06.mzML"
,"0","5964","15",,,,"G1,G2","2.0","12.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=5964&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"5964","14","489.305",,"489.305","0.0","532.0636428571429","false","5964",,,,"245074.0",,"GD_041_pmdn4_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_01.mzML"
,"0","5385","-1",,,,"G1,G2","2.0","5.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=5385&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"5385","7","457.353",,"457.353","0.0","539.6762857142858","false","5385",,,,"69323.2",,"NIST1950_Iterative_RPN_20210405_01.mzML|GD_038_pmdn1_RPN_RRHD_B1.mzML"
,"0","2484","14",,,,"G1,G2,G3,G4","6.0","7.0","8.0","15.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=2484&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"2484","36","280.16",,"280.16","0.0","339.68041666666664","false","2484",,,,"1674070.0",,"GD_047_cameran3_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|GD_036_ramclustrn4_RPN_RRHD_B1.mzML|GD_041_pmdn4_RPN_RRHD_B1.mzML|GD_033_ramclustrn1_RPN_RRHD_B1.mzML|GD_037_ramclustrn5_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_04.mzML|NIST1950_Iterative_RPN_20210405_02.mzML|GD_049_cameran5_RPN_RRHD_B1.mzML"
,"0","3109","-1",,,,"G4","0.0","0.0","0.0","3.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=3109&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"3109","3","313.038",,"313.038","0.0","83.37366666666667","false","3109",,,,"17956.1",,"GD_050_cameran6_RPN_RRHD_B2.mzML"
,"0","8551","34",,,,"G1,G2","1.0","4.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=8551&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"8551","5","684.244",,"684.244","0.0","458.2172","false","8551",,,,"32639.8",,"NIST1950_Iterative_RPN_20210405_01.mzML|GD_038_pmdn1_RPN_RRHD_B1.mzML"
,"0","9455","25",,,,"G2,G3","0.0","8.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=9455&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=25&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"9455","10","773.568",,"773.568","0.0","680.135","false","9455",,,,"363057.0",,"GD_043_pmdn6_RPN_RRHD_B1.mzML|GD_037_ramclustrn5_RPN_RRHD_B1.mzML"
,"0","8384","-1",,,,"G3","0.0","0.0","5.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=8384&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"8384","5","662.421",,"662.421","0.0","608.5892","false","8384",,,,"110760.0",,"GD_036_ramclustrn4_RPN_RRHD_B1.mzML"
,"0","9724","-1",,,,"G1","3.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=9724&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"9724","3","796.47",,"796.47","0.0","648.743","false","9724",,,,"12112.5",,"NIST1950_Iterative_RPN_20210405_04.mzML|NIST1950_Iterative_RPN_20210405_02.mzML"
,"0","4428","-1",,,,"G2,G3","0.0","2.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=4428&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"4428","4","399.184",,"399.184","0.0","638.84175","false","4428",,,,"38575.0",,"GD_034_ramclustrn2_RPN_RRHD_B1.mzML|GD_044_pmdn7_RPN_RRHD_B1.mzML"
,"0","5893","12",,,,"G1","3.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=5893&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"5893","3","484.284",,"484.284","0.0","355.85266666666666","false","5893",,,,"33390.7",,"NIST1950_Iterative_RPN_20210405_03.mzML|NIST1950_Iterative_RPN_20210405_02.mzML"
,"0","6421","-1",,,,"G2","0.0","2.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=6421&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"6421","2","513.088",,"513.088","0.0","295.43600000000004","false","6421",,,,"10609.5",,"GD_043_pmdn6_RPN_RRHD_B1.mzML"
,"0","4183","3",,,,"G1,G2,G4","16.0","2.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=4183&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"4183","19","388.375",,"388.375","0.0","621.6637368421053","false","4183",,,,"92279.6",,"NIST1950_Iterative_RPN_20210405_07.mzML|NIST1950_Iterative_RPN_20210405_06.mzML|NIST1950_Iterative_RPN_20210405_05.mzML|GD_043_pmdn6_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|GD_053_cameran9_RPN_RRHD_B5.mzML|NIST1950_Iterative_RPN_20210405_04.mzML|NIST1950_Iterative_RPN_20210405_02.mzML"
,"0","4079","2",,,,"G1,G2","4.0","5.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=4079&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"4079","9","381.146",,"381.146","0.0","346.12533333333334","false","4079",,,,"104634.0",,"NIST1950_Iterative_RPN_20210405_01.mzML|GD_038_pmdn1_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_02.mzML"
,"0","5963","-1",,,,"G1,G3","3.0","0.0","5.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=5963&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"5963","8","489.386",,"489.386","0.0","560.923375","false","5963",,,,"122637.0",,"NIST1950_Iterative_RPN_20210405_03.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|GD_033_ramclustrn1_RPN_RRHD_B1.mzML"
,"0","9925","-1",,,,"G1,G2,G3","6.0","4.0","7.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=9925&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"9925","17","818.863",,"818.863","0.0","666.0867058823529","false","9925",,,,"196328.0",,"NIST1950_Iterative_RPN_20210405_03.mzML|GD_039_pmdn2_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_02.mzML|GD_037_ramclustrn5_RPN_RRHD_B1.mzML"
,"0","3237","-1",,,,"G1","4.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=3237&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"3237","4","323.188",,"323.188","0.0","441.32875","false","3237",,,,"41528.6",,"NIST1950_Iterative_RPN_20210405_07.mzML|NIST1950_Iterative_RPN_20210405_03.mzML|NIST1950_Iterative_RPN_20210405_06.mzML"
,"0","6082","17",,,,"G1,G2,G3","25.0","31.0","14.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=6082&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"6082","70","495.243",,"495.243","0.0","541.7655428571428","false","6082",,,,"1683990.0",,"NIST1950_Iterative_RPN_20210405_05.mzML|GD_040_pmdn3_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|GD_036_ramclustrn4_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_03.mzML|GD_037_ramclustrn5_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_04.mzML|NIST1950_Iterative_RPN_20210405_02.mzML|GD_035_ramclustrn3_RPN_RRHD_B1.mzML|GD_042_pmdn5_RPN_RRHD_B1.mzML|GD_044_pmdn7_RPN_RRHD_B1.mzML"
,"0","10869","7",,,,"G1,G2","3.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=10869&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"10869","4","912.566",,"912.566","0.0","713.00125","false","10869",,,,"37243.2",,"NIST1950_Iterative_RPN_20210405_06.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|NIST1950_Iterative_RPN_20210405_05.mzML|GD_040_pmdn3_RPN_RRHD_B1.mzML"
,"0","3414","51",,,,"G3","0.0","0.0","7.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=3414&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"3414","7","337.148",,"337.148","0.0","255.14142857142858","false","3414",,,,"69493.1",,"GD_036_ramclustrn4_RPN_RRHD_B1.mzML"
,"0","2135","-1",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=2135&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"2135","2","252.088",,"252.088","0.0","605.2045","false","2135",,,,"5847.93",,"NIST1950_Iterative_RPN_20210405_04.mzML|NIST1950_Iterative_RPN_20210405_02.mzML"
,"0","4727","-1",,,,"G1","8.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=4727&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"4727","8","418.061",,"418.061","0.0","874.249","false","4727",,,,"77023.9",,"NIST1950_Iterative_RPN_20210405_01.mzML|NIST1950_Iterative_RPN_20210405_02.mzML"
,"0","4074","6",,,,"G1,G2,G4","8.0","3.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=4074&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"4074","13","381.09",,"381.09","0.0","36.24423076923077","false","4074",,,,"82411.3",,"NIST1950_Iterative_RPN_20210405_03.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|GD_039_pmdn2_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_04.mzML|GD_050_cameran6_RPN_RRHD_B2.mzML"
,"0","2732","45",,,,"G1,G2,G3","1.0","3.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=2732&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"2732","5","292.405",,"292.405","0.0","38.158","false","2732",,,,"115177.0",,"GD_035_ramclustrn3_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_01.mzML|GD_039_pmdn2_RPN_RRHD_B1.mzML|GD_038_pmdn1_RPN_RRHD_B1.mzML"
,"0","9892","12",,,,"G3","0.0","0.0","7.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=9892&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"9892","7","817.55",,"817.55","0.0","374.90457142857144","false","9892",,,,"269901.0",,"GD_034_ramclustrn2_RPN_RRHD_B1.mzML|GD_036_ramclustrn4_RPN_RRHD_B1.mzML"
,"0","6859","1",,,,"G1,G4","1.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=9ace8dc88efd48919efbbfc487379b78&view=cluster_details&protein=6859&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=9ace8dc88efd48919efbbfc487379b78&show=true",,,,,,,,,"6859","2","541.037",,"541.037","0.0","498.28999999999996","false","6859",,,,"582920.0",,"GD_048_cameran4_RPN_RRHD_B1.mzML|NIST1950_Iterative_RPN_20210405_05.mzML"
